ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1750876	0.1935	0.05739679	1.992.352	-42.327.431	0.5658465	155722989	SLC4A1AP	solute carrier family 4 member 1 adaptor protein
ILMN_1811410	0.1936	0.05744487	-1.991.938	-42.334.338	-0.715	156627564	RHAG	Rh-associated glycoprotein
ILMN_1651358	0.1936	0.05746289	1.991.784	-42.336.925	101.838	28302129	HBE1	hemoglobin subunit epsilon 1
ILMN_1784540	0.1938	0.05757333	1.990.836	-4.235.276	0.275361	223468658	KBTBD2	kelch repeat and BTB domain containing 2
ILMN_2215545	0.1938	0.05759746	1.990.629	-42.356.216	0.2732807	269847743	CMSS1	cms1 ribosomal small subunit homolog (yeast)
ILMN_2402463	0.1938	0.05759921	-1.990.614	-42.356.465	-0.3610037	528881073	SHMT1	serine hydroxymethyltransferase 1
ILMN_2337931	0.1938	0.05761079	-1.990.515	-42.358.123	-0.3066276	342307093	CXCR5	C-X-C motif chemokine receptor 5
ILMN_1778560	0.1938	0.05761508	1.990.478	-42.358.738	0.4344033	506949356	ZNF3	zinc finger protein 3
ILMN_1672728	0.194	0.05768736	-1.989.859	-42.369.076	-0.2525403	214831684	KCTD5	potassium channel tetramerization domain containing 5
ILMN_1681892	0.194	0.05775089	1.989.316	-42.378.152	0.4855357	161377479	OAZ3	ornithine decarboxylase antizyme 3
ILMN_1715173	0.194	0.05778432	198.903	-42.382.923	0.2962727	55743133	RPS6KA1	ribosomal protein S6 kinase A1
ILMN_1667112	0.194	0.0577919	-1.988.965	-42.384.004	-0.78541	74229026	FBXO7	F-box protein 7
ILMN_2321931	0.194	0.05779288	1.988.957	-42.384.144	0.2865349	574276246	DCLRE1C	DNA cross-link repair 1C
ILMN_2369104	0.194	0.05780794	1.988.828	-42.386.293	0.4310285	118600990	TRAPPC6B	trafficking protein particle complex 6B
ILMN_1807515	0.194	0.05781654	1.988.755	-42.387.519	0.5168678	46094083	CSTF2T	cleavage stimulation factor subunit 2, tau variant
ILMN_2383419	0.194	0.05781871	-1.988.736	-42.387.828	-0.7893768	324120865	GMEB1	glucocorticoid modulatory element binding protein 1
ILMN_1666306	0.194	0.05782697	-1.988.666	-42.389.006	-0.4949306	149944589	SRRD	SRR1 domain containing
ILMN_1780937	0.194	0.05785891	1.988.393	-42.393.558	0.284076	156151412	MUS81	MUS81 structure-specific endonuclease subunit
ILMN_1785988	0.194	0.05786168	-1.988.369	-42.393.953	-0.6781318	414144876	CSNK1A1	casein kinase 1 alpha 1
ILMN_1680692	0.194	0.05786578	1.988.334	-42.394.537	0.5596521	304571971	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1
ILMN_1744252	0.1941	0.05792588	-1.987.822	-42.403.095	-0.5923518	594140570	TP53TG3	TP53 target 3
ILMN_1757186	0.1941	0.05794177	-1.987.686	-42.405.357	-0.4143473	313760609	GIMAP1	GTPase, IMAP family member 1
ILMN_1700660	0.1942	0.05799571	1.987.226	-42.413.027	0.2326469	37655166	RNF135	ring finger protein 135
ILMN_2412807	0.1942	0.05800036	1.987.187	-42.413.687	0.223594	299890884	DCTN1	dynactin subunit 1
ILMN_1797005	0.1943	0.05805021	-1.986.762	-42.420.769	-0.486725	42794610	PGLS	6-phosphogluconolactonase
ILMN_1692664	0.1943	0.0580683	-1.986.608	-42.423.337	-0.6475756	66346657	PRR5	proline rich 5
ILMN_2321064	0.1944	0.05810373	-1.986.307	-42.428.364	-1.096.482	242117892	BAX	BCL2 associated X, apoptosis regulator
ILMN_2393296	0.1944	0.05813529	-1.986.039	-42.432.841	-0.4888154	326381119	GK	glycerol kinase
ILMN_1724145	0.1944	0.05814468	-1.985.959	-42.434.171	-0.24992	55770829	CBX4	chromobox 4
ILMN_1727218	0.1944	0.0581572	1.985.852	-42.435.947	0.8728398	384475549	ZBTB6	zinc finger and BTB domain containing 6
ILMN_2408450	0.1944	0.05817238	1.985.724	-42.438.097	0.6747116	995970189	UBA5	ubiquitin like modifier activating enzyme 5
ILMN_1692163	0.1944	0.0581929	1.985.549	-42.441.003	0.2427502	193211612	NSDHL	NAD(P) dependent steroid dehydrogenase-like
ILMN_2319996	0.1946	0.05828125	-1.984.799	-42.453.507	-0.1799397	76496471	RPL3	ribosomal protein L3
ILMN_1694603	0.1947	0.05831598	1.984.505	-42.458.415	0.2278793	188536046	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1
ILMN_1813374	0.1947	0.05832923	-1.984.393	-42.460.287	-0.64318	566559814	MFSD12	major facilitator superfamily domain containing 12
ILMN_1786050	0.1947	0.05837465	1.984.008	-42.466.701	0.3301377	24119165	RBBP9	RB binding protein 9, serine hydrolase
ILMN_1685005	0.1948	0.05839778	-1.983.812	-42.469.966	-0.4255288	301336149	TNFRSF1A	TNF receptor superfamily member 1A
ILMN_2163819	0.1948	0.05841238	-1.983.688	-42.472.026	-0.2613849	355390329	KIF21B	kinesin family member 21B
ILMN_1802905	0.1948	0.05844362	-1.983.424	-42.476.431	-0.2807461	745787606	PIAS4	protein inhibitor of activated STAT 4
ILMN_2215631	0.1948	0.05844907	-1.983.378	-42.477.199	-0.8183188	157364936	OTUD6B	OTU domain containing 6B
ILMN_1663605	0.1948	0.05848006	-1.983.116	-42.481.567	-0.3623612	998614229	RNF123	ring finger protein 123
ILMN_1796490	0.1948	0.05849656	-1.982.976	-42.483.891	-10.464.484	57165372	GRINA	glutamate ionotropic receptor NMDA type subunit associated protein 1
ILMN_1795218	0.1948	0.05850209	-1.982.929	-4.248.467	-0.6784308	226443067	DHX30	DEAH-box helicase 30
ILMN_1805750	0.1948	0.05852777	1.982.712	-42.488.286	0.7362889	148612841	IFITM3	interferon induced transmembrane protein 3
ILMN_2399328	0.1948	0.05857063	-198.235	-42.494.317	-12.529.926	862669350	NELFB	negative elongation factor complex member B
ILMN_2336220	0.1948	0.05857957	-1.982.275	-42.495.574	-0.3160302	94818890	ERAP1	endoplasmic reticulum aminopeptidase 1
ILMN_2408576	0.1949	0.05862676	1.981.876	-42.502.208	0.5663872	565324194	FAM129B	family with sequence similarity 129 member B
ILMN_1738268	0.195	0.05869033	198.134	-42.511.135	0.7058583	218777828	IP6K3	inositol hexakisphosphate kinase 3
ILMN_1682368	0.195	0.05871887	-19.811	-4.251.514	-0.251516	959241445	LRWD1	leucine rich repeats and WD repeat domain containing 1
ILMN_2182335	0.195	0.05872096	1.981.082	-42.515.433	0.4031839	56549667	ARID2	AT-rich interaction domain 2
ILMN_1728581	0.195	0.05872687	1.981.032	-42.516.263	10.220.769	298358692	C3orf18	chromosome 3 open reading frame 18
ILMN_1758055	0.195	0.05872937	-1.981.011	-42.516.612	-0.3000384	NA		
ILMN_1651378	0.195	0.05876094	1.980.745	-4.252.104	0.2225805	725798602	AUP1	ancient ubiquitous protein 1
ILMN_1775999	0.195	0.05877317	1.980.642	-42.522.754	0.7142504	974005236	ATAT1	alpha tubulin acetyltransferase 1
ILMN_1684873	0.1954	0.05891856	197.942	-42.543.103	0.3814203	339409226	ARSD	arylsulfatase D
ILMN_2356559	0.1955	0.05896616	-197.902	-42.549.753	-0.4851383	395455088	WTAP	Wilms tumor 1 associated protein
ILMN_1686961	0.1956	0.058987	1.978.845	-42.552.663	0.5874557	190341092	FGFBP3	fibroblast growth factor binding protein 3
ILMN_2131828	0.196	0.05913713	1.977.587	-42.573.595	0.5042407	134268643	KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1
ILMN_1677997	0.1963	0.05926155	1.976.546	-42.590.899	0.6908247	442969877	MAZ	MYC associated zinc finger protein
ILMN_1725534	0.1968	0.05942272	19.752	-42.613.257	0.2947775	1015190663	ACTN4	actinin alpha 4
ILMN_1812688	0.1969	0.05947463	-1.974.768	-42.620.445	-0.4703343	90669383	SLC35F6	solute carrier family 35 member F6
ILMN_2352009	0.1969	0.05949152	-1.974.627	-42.622.781	-0.537387	394025720	ACADVL	acyl-CoA dehydrogenase, very long chain
ILMN_1709451	0.1969	0.0595038	1.974.525	-4.262.448	0.3124647	221136929	TFPT	TCF3 fusion partner
ILMN_1661554	0.1969	0.0595137	-1.974.442	-42.625.849	-10.966.738	189083689	DIAPH1	diaphanous related formin 1
ILMN_1719097	0.197	0.05955987	-1.974.058	-42.632.233	-0.1784631	444741679	C18orf8	chromosome 18 open reading frame 8
ILMN_1692267	0.197	0.05958229	-1.973.871	-42.635.329	-0.1939313	315467842	B4GALT3	beta-1,4-galactosyltransferase 3
ILMN_2364828	0.1971	0.05963028	-1.973.472	-42.641.956	-0.6504649	262231792	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase
ILMN_2311537	0.1971	0.05966403	-1.973.192	-42.646.612	-0.8084314	208431749	HMGA1	high mobility group AT-hook 1
ILMN_1775508	0.1971	0.0596768	-1.973.086	-42.648.373	-0.4503961	109637772	CYLD	CYLD lysine 63 deubiquitinase
ILMN_1788268	0.1971	0.05969754	1.972.914	-42.651.233	0.5902899	215422304	NAPG	NSF attachment protein gamma
ILMN_1711272	0.1974	0.05980403	197.203	-42.665.899	0.7826151	73858567	SERPING1	serpin family G member 1
ILMN_1695530	0.1975	0.05985595	-19.716	-4.267.304	-0.6896084	73486648	MS4A3	membrane spanning 4-domains A3
ILMN_1695311	0.1977	0.05993431	1.970.951	-42.683.803	0.2928385	207113141	HLA-DMA	major histocompatibility complex, class II, DM alpha
ILMN_1714602	0.1981	0.06004969	1.969.997	-42.699.626	0.2556471	332634933	CD86	CD86 molecule
ILMN_1725594	0.1981	0.06007873	1.969.757	-42.703.603	0.3268929	971059245	FAM188A	family with sequence similarity 188 member A
ILMN_1715703	0.1981	0.06012845	-1.969.346	-42.710.408	-0.8737788	448261631	DALRD3	DALR anticodon binding domain containing 3
ILMN_1704236	0.1981	0.0601314	-1.969.322	-42.710.812	-0.5311047	402794183	MAX	MYC associated factor X
ILMN_1715555	0.1981	0.06013459	-1.969.296	-42.711.247	-0.5032617	584613504	DBP	D-box binding PAR bZIP transcription factor
ILMN_2359800	0.1981	0.06017421	-1.968.969	-42.716.666	-0.6271954	351721051	MS4A6A	membrane spanning 4-domains A6A
ILMN_1655497	0.1981	0.06019802	-1.968.773	-4.271.992	-0.6061421	664806018	EIF4B	eukaryotic translation initiation factor 4B
ILMN_1780806	0.1981	0.06022199	-1.968.575	-42.723.194	-0.586264	256222429	ANKRD36B	ankyrin repeat domain 36B
ILMN_1745103	0.1981	0.06022479	-1.968.552	-42.723.576	-0.5031017	153252028	CLEC1B	C-type lectin domain family 1 member B
ILMN_1801600	0.1981	0.06023791	-1.968.444	-42.725.368	-0.3540446	16418350	CCDC97	coiled-coil domain containing 97
ILMN_1731561	0.1981	0.06025968	1.968.265	-4.272.834	0.7019833	270288757	ROBO3	roundabout guidance receptor 3
ILMN_1739576	0.1981	0.06026581	1.968.214	-42.729.177	11.688.699	723586610	CYB5R2	cytochrome b5 reductase 2
ILMN_1745112	0.1981	0.060359	-1.967.447	-42.741.884	-0.4318247	78191785	FAM102A	family with sequence similarity 102 member A
ILMN_1732049	0.1981	0.06036161	-1.967.426	-42.742.239	-0.9931419	238231430	DPM2	dolichyl-phosphate mannosyltransferase subunit 2, regulatory
ILMN_1714709	0.1981	0.0603663	1.967.387	-42.742.879	0.5532224	138175804	OLFM1	olfactomedin 1
ILMN_1778213	0.1981	0.06038163	-1.967.261	-42.744.967	-0.4182529	573459699	STK33	serine/threonine kinase 33
ILMN_1694466	0.1981	0.06040444	-1.967.074	-42.748.073	-0.2463881	57165426	ZBED1	zinc finger BED-type containing 1
ILMN_1756417	0.1981	0.0604257	-1.966.899	-42.750.967	-0.472633	966209667	ANKRD37	ankyrin repeat domain 37
ILMN_1671291	0.1981	0.0604287	-1.966.874	-42.751.374	-0.7074392	984290510	EIF3I	eukaryotic translation initiation factor 3 subunit I
ILMN_1759983	0.1981	0.06042942	-1.966.868	-42.751.473	-0.480704	45006969	DR1	down-regulator of transcription 1
ILMN_1735062	0.1981	0.06044375	1.966.751	-42.753.422	0.4970833	6912443	KCNG2	potassium voltage-gated channel modifier subfamily G member 2
ILMN_1664449	0.1981	0.06044918	1.966.706	-42.754.162	0.3002259	215276967	ALG5	ALG5, dolichyl-phosphate beta-glucosyltransferase
ILMN_1774028	0.1981	0.06045771	1.966.636	-42.755.321	0.632576	224994159	MTFR1	mitochondrial fission regulator 1
ILMN_1737611	0.1981	0.0604657	196.657	-42.756.408	0.4020144	662033930	VAMP1	vesicle associated membrane protein 1
ILMN_1798187	0.1982	0.06052159	1.966.112	-42.764.006	0.6492665	312596868	KAT7	lysine acetyltransferase 7
ILMN_1743499	0.1982	0.06052988	-1.966.044	-42.765.132	-0.3005635	588480523	POLDIP2	DNA polymerase delta interacting protein 2
ILMN_1783973	0.1982	0.06057364	1.965.685	-42.771.075	0.8426249	307133784	TMEM105	transmembrane protein 105
ILMN_1758918	0.1982	0.06058047	1.965.629	-42.772.001	0.2933368	164419756	BRD2	bromodomain containing 2
ILMN_1751492	0.1983	0.06062637	-1.965.253	-42.778.229	-0.736914	948284270	TVP23B	trans-golgi network vesicle protein 23 homolog B (S. cerevisiae)
ILMN_1789751	0.1985	0.06069372	1.964.701	-42.787.357	0.2997324	269847415	MFSD1	major facilitator superfamily domain containing 1
ILMN_1812934	0.1985	0.06073046	-1.964.401	-42.792.331	-0.3615732	301129167	DIDO1	death inducer-obliterator 1
ILMN_1668910	0.199	0.0609195	1.962.856	-42.817.879	0.3744313	93102357	CIDEB	cell death-inducing DFFA-like effector b
ILMN_1723004	0.199	0.06094009	-1.962.688	-42.820.657	-0.4409399	194018444	CD72	CD72 molecule
ILMN_1668634	0.199	0.0609988	-196.221	-42.828.572	-0.482395	379991107	FBXW7	F-box and WD repeat domain containing 7
ILMN_1805643	0.199	0.06100194	-1.962.184	-42.828.995	-0.4834122	984880673	RILPL1	Rab interacting lysosomal protein like 1
ILMN_2162328	0.199	0.06100734	196.214	-42.829.721	0.3126736	164663900	PTS	6-pyruvoyltetrahydropterin synthase
ILMN_1718069	0.199	0.06101144	1.962.107	-42.830.274	0.2383059	384551679	MIS12	MIS12, kinetochore complex component
ILMN_1769886	0.199	0.0610119	-1.962.103	-42.830.336	-0.5664964	258547136	SIRPD	signal regulatory protein delta
ILMN_1664434	0.1992	0.06110194	-196.137	-42.842.456	-0.7217823	345525408	TCF3	transcription factor 3
ILMN_1798014	0.1992	0.06111839	-1.961.236	-42.844.668	-0.4823865	939320330	EIF2S2	eukaryotic translation initiation factor 2 subunit beta
ILMN_1760858	0.1992	0.06112038	-196.122	-42.844.935	-0.3686374	40548385	RAB8A	RAB8A, member RAS oncogene family
ILMN_1794386	0.1993	0.06117519	1.960.774	-42.852.302	0.3650116	291045209	IL2RG	interleukin 2 receptor subunit gamma
ILMN_2190084	0.1996	0.06127039	1.960.001	-42.865.078	0.2993583	298231172	VAMP8	vesicle associated membrane protein 8
ILMN_1800540	0.1996	0.06128058	-1.959.918	-42.866.444	-0.4045154	665505986	CD55	CD55 molecule (Cromer blood group)
ILMN_1773901	0.1997	0.06133806	1.959.452	-42.874.148	0.2360472	153791677	STX12	syntaxin 12
ILMN_1751743	0.2	0.06149481	1.958.183	-42.895.116	0.2510087	190684674	XRCC1	X-ray repair cross complementing 1
ILMN_1808333	0.2	0.06149894	-1.958.149	-42.895.667	-0.4536931	540344561	PPP1R7	protein phosphatase 1 regulatory subunit 7
ILMN_2330861	0.2	0.06151225	1.958.041	-42.897.445	0.2901482	570700830	SMC4	structural maintenance of chromosomes 4
ILMN_2378048	0.2	0.06152311	-1.957.954	-42.898.895	-0.330538	970598245	HNRNPK	heterogeneous nuclear ribonucleoprotein K
ILMN_1807925	0.2	0.06153219	-195.788	-42.900.108	-0.7451818	344313193	GNG2	G protein subunit gamma 2
ILMN_1781373	0.2001	0.06156075	1.957.649	-42.903.919	0.4192832	395393979	IFIH1	interferon induced with helicase C domain 1
ILMN_1682120	0.2003	0.0616441	1.956.976	-42.915.033	0.6710037	327478427	THEM4	thioesterase superfamily member 4
ILMN_1788530	0.2009	0.06186343	-1.955.208	-42.944.201	-0.7074207	565324228	ADPRHL1	ADP-ribosylhydrolase like 1
ILMN_1653443	0.201	0.06191595	-1.954.786	-4.295.117	-0.4644023	589811554	CDK2	cyclin dependent kinase 2
ILMN_1651800	0.2011	0.06194597	1.954.544	-42.955.151	10.901.919	215277005	GSTM4	glutathione S-transferase mu 4
ILMN_1743065	0.2011	0.06200146	-1.954.098	-42.962.502	-0.7261248	117168247	HACD3	3-hydroxyacyl-CoA dehydratase 3
ILMN_1664231	0.2011	0.0620048	-1.954.071	-42.962.945	-0.499299	NA		
ILMN_1730698	0.2011	0.0620206	1.953.945	-42.965.037	0.2329169	334278910	ODF2	outer dense fiber of sperm tails 2
ILMN_2376667	0.2013	0.06207823	1.953.482	-42.972.663	0.2314841	116734660	POFUT2	protein O-fucosyltransferase 2
ILMN_1778836	0.2014	0.06214002	1.952.986	-4.298.083	0.2628293	197209865	SRSF7	serine and arginine rich splicing factor 7
ILMN_1666206	0.2015	0.06221715	1.952.368	-42.991.013	0.3644433	109689710	GSDMB	gasdermin B
ILMN_1726392	0.2015	0.06221838	-1.952.359	-42.991.175	-0.3167123	291167746	NIN	ninein
ILMN_1737025	0.2015	0.06221891	1.952.354	-42.991.245	0.2960518	221139708	PLCL2	phospholipase C like 2
ILMN_1788059	0.2015	0.06225314	-195.208	-42.995.761	-0.7222989	375065847	PCGF5	polycomb group ring finger 5
ILMN_1661903	0.2016	0.06229651	1.951.733	-43.001.477	0.5547903	749502317	CYLC2	cylicin 2
ILMN_1702065	0.2016	0.06234993	1.951.306	-43.008.512	0.1701753	283046668	MFSD5	major facilitator superfamily domain containing 5
ILMN_1737089	0.2016	0.06235196	195.129	-4.300.878	0.5488246	87044927	CAPN5	calpain 5
ILMN_1730539	0.2016	0.06236439	-1.951.191	-43.010.415	-0.8881767	322506104	NPHP3	nephronophthisis 3 (adolescent)
ILMN_1765621	0.2016	0.06237608	-1.951.097	-43.011.954	-0.4669708	186928817	HDGF	hepatoma-derived growth factor
ILMN_1805590	0.2016	0.06237882	-1.951.075	-43.012.314	-0.4712933	284172355	LSM8	LSM8 homolog, U6 small nuclear RNA associated
ILMN_1660880	0.2017	0.06243705	195.061	-43.019.972	0.3355105	42794607	RNH1	ribonuclease/angiogenin inhibitor 1
ILMN_2316104	0.2018	0.06248204	-1.950.251	-43.025.884	-0.708289	981220810	IQCB1	IQ motif containing B1
ILMN_2221564	0.2018	0.06248758	1.950.207	-43.026.612	0.2857854	224593253	LYAR	Ly1 antibody reactive
ILMN_1804329	0.2019	0.06255083	-1.949.703	-43.034.914	-0.2961434	668259280	TUSC2	tumor suppressor candidate 2
ILMN_1699071	0.2019	0.06256765	-1.949.569	-43.037.121	-0.4835727	557786196	MAP3K7CL	MAP3K7 C-terminal like
ILMN_2330845	0.2021	0.06263878	-1.949.002	-43.046.444	-0.6491571	339276049	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase
ILMN_2366388	0.2021	0.06265897	1.948.841	-43.049.089	0.2229362	320461708	PRDX1	peroxiredoxin 1
ILMN_1783443	0.2021	0.0626668	1.948.779	-43.050.114	0.9536842	40316936	ALOX15	arachidonate 15-lipoxygenase
ILMN_1679929	0.2021	0.06270861	-1.948.446	-43.055.586	-0.5783961	698320876	KLF13	Kruppel like factor 13
ILMN_1715065	0.2021	0.06272395	1.948.324	-43.057.593	10.687.735	46361973	ZNF580	zinc finger protein 580
ILMN_1737426	0.2022	0.06277813	1.947.894	-43.064.678	0.3663061	557948050	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
ILMN_1778294	0.2025	0.06288171	1.947.071	-43.078.202	16.273.686	544346159	SENP7	SUMO1/sentrin specific peptidase 7
ILMN_1707356	0.2031	0.06308062	1.945.495	-43.104.109	0.8288617	254692874	CFL2	cofilin 2
ILMN_1777129	0.2031	0.0631299	-1.945.106	-43.110.515	-0.6712319	126722968	CENPT	centromere protein T
ILMN_1747577	0.2031	0.06313091	-1.945.098	-43.110.646	-0.23853	960139563	ALAD	aminolevulinate dehydratase
ILMN_1765801	0.2034	0.06322262	-1.944.373	-43.122.551	-0.4839666	974005218	GAA	glucosidase alpha, acid
ILMN_2059357	0.2038	0.06338621	1.943.083	-43.143.741	16.701.706	75709168	KLRC2	killer cell lectin like receptor C2
ILMN_1695645	0.2038	0.06338799	-1.943.069	-43.143.973	-0.2291544	4757901	CETN2	centrin 2
ILMN_1755873	0.2038	0.06342365	-1.942.788	-43.148.583	-0.4057135	574584841	ADGRE3	adhesion G protein-coupled receptor E3
ILMN_1807501	0.2039	0.06347233	-1.942.405	-43.154.874	-0.4198791	223029408	GINS4	GINS complex subunit 4
ILMN_2205211	0.2041	0.06354885	-1.941.803	-43.164.752	-0.5353972	NA		
ILMN_1785926	0.2042	0.06359281	1.941.458	-43.170.422	0.255229	564730573	ZNF621	zinc finger protein 621
ILMN_1740160	0.2044	0.06365637	1.940.958	-43.178.611	0.3618403	33598947	PLCG1	phospholipase C gamma 1
ILMN_2367215	0.2044	0.06368776	-1.940.712	-43.182.652	-0.2122885	984655783	PRCP	prolylcarboxypeptidase
ILMN_2407824	0.2046	0.06377666	1.940.015	-43.194.086	0.5884045	NA		
ILMN_1665066	0.2048	0.06384612	1.939.471	-43.203.009	0.187543	960139602	NOA1	nitric oxide associated 1
ILMN_1687149	0.2048	0.06387379	1.939.254	-43.206.559	0.6194551	109637790	BDP1	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB
ILMN_1807277	0.2048	0.06388725	-1.939.149	-43.208.286	-0.3857728	523498473	IFI30	IFI30, lysosomal thiol reductase
ILMN_2367418	0.2048	0.06390537	-1.939.007	-4.321.061	-0.209249	537544642	OSCAR	osteoclast associated, immunoglobulin-like receptor
ILMN_1749034	0.2048	0.06392288	193.887	-43.212.855	0.7953226	157743276	CALN1	calneuron 1
ILMN_1668847	0.2048	0.06394798	1.938.674	-43.216.073	0.4894992	394581979	WWP2	WW domain containing E3 ubiquitin protein ligase 2
ILMN_1735347	0.2048	0.06395499	1.938.619	-43.216.971	0.2141662	188035927	MCEE	methylmalonyl-CoA epimerase
ILMN_1664243	0.2048	0.06398307	-19.384	-43.220.569	-0.6090253	154354977	USE1	unconventional SNARE in the ER 1
ILMN_1661589	0.2048	0.06399448	-1.938.311	-4.322.203	-0.9237482	87159810	CD151	CD151 molecule (Raph blood group)
ILMN_1688458	0.2048	0.06400081	1.938.261	-43.222.841	0.70643	58331210	CELA2B	chymotrypsin like elastase family member 2B
ILMN_1803464	0.2048	0.06404352	1.937.928	-43.228.307	0.4485167	166197665	PHTF1	putative homeodomain transcription factor 1
ILMN_1807894	0.2048	0.06406208	1.937.783	-43.230.682	0.7454464	388452883	SLC7A8	solute carrier family 7 member 8
